stock_code,product_description,product_category,avg_unit_price,min_unit_price,max_unit_price,transaction_line_count,completed_line_count
20982,12 PENCILS TALL TUBE SKULLS,Retail Product,0.95,0.72,1.63,266,263
20983,12 PENCILS TALL TUBE RED RETROSPOT,Retail Product,0.93,0.72,1.63,287,284
20984,12 PENCILS TALL TUBE POSY,Retail Product,0.38,0.0,1.63,183,179
20985,HEART CALCULATOR,Retail Product,1.63,1.06,2.51,143,140
20986,BLUE CALCULATOR RULER,Retail Product,1.59,0.83,2.51,118,118
20992,JAZZ HEARTS PURSE NOTEBOOK,Retail Product,0.55,0.39,1.66,294,294
20996,JAZZ HEARTS ADDRESS BOOK,Retail Product,0.32,0.19,0.85,229,229
20997,ROSE DU SUD CUSHION COVER,Retail Product,4.27,4.13,4.95,34,34
20998,ROSE DU SUD OVEN GLOVE,Retail Product,2.62,0.0,5.91,70,69
21000,ROSE DU SUD COSMETICS BAG,Retail Product,3.56,0.0,4.25,54,53
21001,ROSE DU SUD WASHBAG,Retail Product,4.65,4.13,5.95,51,51
21002,ROSE DU SUD DRAWSTRING BAG,Retail Product,3.4,3.29,4.25,66,66
21003,ROSE DU SUD CUSHION COVER,Retail Product,5.89,5.79,6.35,46,46
21009,ETCHED GLASS STAR TREE DECORATION,Retail Product,0.62,0.0,1.25,2,1
21011,GLITTER SNOW PEAR TREE DECORATION,Retail Product,1.09,0.0,1.45,4,3
21012,ANTIQUE ALL GLASS CANDLESTICK,Retail Product,2.31,1.69,2.51,203,202
21014,SWISS CHALET TREE DECORATION,Retail Product,0.67,0.0,1.28,124,123
21015,DARK BIRD HOUSE TREE DECORATION,Retail Product,0.66,0.29,1.28,145,144
21018,BIRD BOX CHRISTMAS TREE DECORATION,Retail Product,0.95,0.0,2.51,8,7
21025,SPACE FROG,Retail Product,1.55,0.83,2.51,56,56
21026,SPACE OWL,Retail Product,1.54,0.83,2.51,71,71
21027,NINJA RABBIT PINK,Retail Product,1.04,0.0,2.51,47,44
21028,NINJA RABBIT BLACK,Retail Product,1.54,0.83,2.51,58,58
21030,SPACE CADET RED,Retail Product,1.19,0.83,2.46,35,35
21031,SPACE CADET BLACK,Retail Product,1.29,0.83,2.51,20,20
21032,SPACE CADET WHITE,Retail Product,1.38,0.83,2.46,31,31
21033,JUMBO BAG CHARLIE AND LOLA TOYS,Retail Product,3.13,0.0,5.91,308,301
21034,REX CASH+CARRY JUMBO SHOPPER,Retail Product,0.95,0.95,0.95,967,964
21035,SET/2 RED RETROSPOT TEA TOWELS,Retail Product,4.53,2.75,6.63,403,401
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,Retail Product,1.19,0.0,2.95,25,23
21039,RED RETROSPOT SHOPPING BAG,Retail Product,3.08,2.1,5.91,92,90
21040,MODERN VINTAGE COTTON SHOPPING BAG,Retail Product,1.34,0.0,2.55,10,8
21041,RED RETROSPOT OVEN GLOVE DOUBLE,Retail Product,4.36,2.95,6.63,266,263
21042,RED RETROSPOT APRON,Retail Product,7.17,4.65,12.72,140,135
21043,APRON MODERN VINTAGE COTTON,Retail Product,2.9,0.0,5.95,93,91
21051,RIBBONS PURSE,Retail Product,1.93,0.0,4.21,54,51
21054,NURSE'S BAG SOFT TOY,Retail Product,8.63,0.0,16.98,31,29
21055,TOOL BOX SOFT TOY,Retail Product,10.41,7.46,16.98,108,107
21056,DOCTOR'S BAG SOFT TOY,Retail Product,10.09,7.95,16.63,74,72
21058,PARTY INVITES WOODLAND,Retail Product,0.97,0.72,1.66,128,127
21059,PARTY INVITES DINOSAURS,Retail Product,0.92,0.83,1.63,95,94
21060,PARTY INVITES BALLOON GIRL,Retail Product,0.95,0.83,1.63,71,71
21061,PARTY INVITES FOOTBALL,Retail Product,1.05,0.83,1.63,83,83
21062,PARTY INVITES SPACEMAN,Retail Product,0.86,0.83,1.63,75,75
21063,PARTY INVITES JAZZ HEARTS,Retail Product,0.93,0.83,1.66,102,102
21064,BOOM BOX SPEAKER BOYS,Retail Product,4.86,1.25,11.87,107,107
21065,BOOM BOX SPEAKER GIRLS,Retail Product,4.4,1.25,11.87,94,94
21066,VINTAGE RED MUG,Retail Product,1.52,0.8,2.51,56,55
21067,VINTAGE RED TEATIME MUG,Retail Product,1.65,0.0,2.51,87,79
21068,VINTAGE BILLBOARD LOVE/HATE MUG,Retail Product,1.66,0.8,2.51,202,199
21069,VINTAGE BILLBOARD TEA MUG,Retail Product,1.71,0.0,2.51,89,87
21070,VINTAGE BILLBOARD MUG,Retail Product,1.63,0.8,2.51,109,109
21071,VINTAGE BILLBOARD DRINK ME MUG,Retail Product,1.69,0.0,2.51,183,180
21078,SET/20 STRAWBERRY PAPER NAPKINS,Retail Product,1.25,0.0,2.51,319,318
21080,SET/20 RED RETROSPOT PAPER NAPKINS,Retail Product,1.09,0.0,2.51,1015,1012
21082,SET/20 FRUIT SALAD PAPER NAPKINS,Retail Product,1.57,0.0,1.63,26,25
21084,SET/6 COLLAGE PAPER CUPS,Retail Product,0.5,0.19,1.63,185,184
21086,SET/6 RED SPOTTY PAPER CUPS,Retail Product,0.96,0.53,1.66,439,439
21087,SET/6 POSIES PAPER CUPS,Retail Product,0.54,0.0,0.83,18,16
21088,SET/6 FRUIT SALAD PAPER CUPS,Retail Product,0.41,0.19,1.66,104,103
21089,SET/6 GREEN SPRING PAPER CUPS,Retail Product,0.27,0.0,1.63,26,25
21090,SET/6 COLLAGE PAPER PLATES,Retail Product,0.63,0.0,1.66,224,220
21094,SET/6 RED SPOTTY PAPER PLATES,Retail Product,0.99,0.64,2.46,532,532
21095,SET/6 POSIES PAPER PLATES,Retail Product,0.84,0.0,1.63,16,14
21096,SET/6 FRUIT SALAD  PAPER PLATES,Retail Product,0.57,0.39,1.66,105,105
21098,CHRISTMAS TOILET ROLL,Retail Product,1.65,0.0,3.36,275,269
21100,CHARLIE AND LOLA CHARLOTTE BAG,Retail Product,3.29,0.0,4.21,28,27
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,Retail Product,3.81,2.55,5.91,54,54
21107,CREAM SLICE FLANNEL PINK SPOT,Retail Product,3.81,2.55,5.91,101,101
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,Retail Product,2.3,0.79,5.06,270,267
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,Retail Product,5.62,0.0,13.57,118,117
21110,LARGE CAKE TOWEL PINK SPOTS,Retail Product,6.22,0.0,13.57,138,136
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",Retail Product,2.92,1.25,5.91,96,96
21112,"SWISS ROLL TOWEL, PINK  SPOTS",Retail Product,3.04,1.25,5.91,82,82
21114,LAVENDER SCENTED FABRIC HEART,Retail Product,1.92,1.06,11.02,144,143
21115,ROSE CARAVAN DOORSTOP,Retail Product,7.44,1.95,14.43,166,166
21116,OWL DOORSTOP,Retail Product,6.53,0.0,8.47,260,252
21117,BLOND DOLL DOORSTOP,Retail Product,1.57,1.25,6.75,17,17
21120,*Boombox Ipod Classic,Retail Product,8.49,0.0,16.98,2,1
21121,SET/10 RED POLKADOT PARTY CANDLES,Retail Product,1.37,1.06,2.51,392,388
21122,SET/10 PINK POLKADOT PARTY CANDLES,Retail Product,1.37,1.06,2.51,358,355
21123,SET/10 IVORY POLKADOT PARTY CANDLES,Retail Product,1.19,0.83,2.51,160,159
21124,SET/10 BLUE POLKADOT PARTY CANDLES,Retail Product,1.3,1.06,2.51,249,246
21125,SET 6 FOOTBALL CELEBRATION CANDLES,Retail Product,1.32,1.25,2.51,109,107
21126,SET OF 6 GIRLS CELEBRATION CANDLES,Retail Product,1.33,1.06,2.51,128,128
21128,GOLD FISHING GNOME,Retail Product,10.02,1.95,12.72,36,36
21129,SILVER FISHING GNOME,Retail Product,9.28,5.95,12.46,28,27
21131,GOLD STANDING GNOME,Retail Product,5.6,1.25,8.29,28,28
21132,SILVER STANDING GNOME,Retail Product,5.08,1.25,8.29,22,22
21134,UNKNOWN_DESCRIPTION,Retail Product,0.0,0.0,0.0,1,0
21135,VICTORIAN  METAL POSTCARD SPRING,Retail Product,1.85,0.0,25.49,189,183
21136,PAINTED METAL PEARS ASSORTED,Retail Product,1.8,0.0,25.49,383,380
21137,BLACK RECORD COVER FRAME,Retail Product,4.19,0.0,7.62,385,379
21143,ANTIQUE GLASS HEART DECORATION,Retail Product,2.27,0.0,4.21,44,39
21144,PINK POODLE HANGING DECORATION,Retail Product,1.78,0.0,3.36,4,2
21145,ANTIQUE GLASS PLACE SETTING,Retail Product,1.0,0.0,1.25,10,8
21147,JINGLE BELLS TREE DECORATION,Retail Product,1.95,0.0,2.51,81,77
21154,RED RETROSPOT OVEN GLOVE,Retail Product,1.94,1.06,6.54,463,459
21155,RED RETROSPOT PEG BAG,Retail Product,3.11,2.1,4.96,506,493
21156,RETROSPOT CHILDRENS APRON,Retail Product,2.36,1.65,4.21,369,361
21157,RED RETROSPOT WASHBAG,Retail Product,3.27,2.1,4.21,35,35
21158,MOODY GIRL DOOR HANGER,Retail Product,0.96,0.39,3.36,180,179
21159,MOODY BOY  DOOR HANGER,Retail Product,1.02,0.0,3.36,126,125
21160,KEEP OUT GIRLS DOOR HANGER,Retail Product,1.68,0.0,3.36,2,1
21161,KEEP OUT BOYS DOOR HANGER,Retail Product,1.67,0.0,3.36,49,46
21162,TOXIC AREA  DOOR HANGER,Retail Product,0.98,0.38,3.36,165,165
21163,DO NOT TOUCH MY STUFF DOOR HANGER,Retail Product,1.01,0.0,3.36,138,136
21164,HOME SWEET HOME METAL SIGN,Retail Product,3.29,2.55,5.91,287,286
21165,BEWARE OF THE CAT METAL SIGN,Retail Product,2.14,0.0,4.21,460,457
21166,COOK WITH WINE METAL SIGN,Retail Product,2.38,0.0,4.21,746,734
21167,WHITE SAGE INCENSE,Retail Product,0.34,0.21,0.43,68,67
21169,YOU'RE CONFUSING ME METAL SIGN,Retail Product,2.22,0.0,4.21,470,464
21171,BATHROOM METAL SIGN,Retail Product,1.74,0.0,3.36,74,73
21172,PARTY METAL SIGN,Retail Product,2.0,0.0,4.21,484,479
21174,POTTERING IN THE SHED METAL SIGN,Retail Product,2.68,0.0,4.21,550,547
21175,GIN + TONIC DIET METAL SIGN,Retail Product,2.76,0.0,4.96,826,818
21179,NO JUNK MAIL METAL SIGN,Retail Product,1.18,0.0,3.36,277,274
21181,PLEASE ONE PERSON METAL SIGN,Retail Product,2.4,0.0,4.21,882,865
21186,UNKNOWN_DESCRIPTION,Retail Product,1.68,0.0,3.36,2,1
21187,WHITE BELL HONEYCOMB PAPER GARLAND,Retail Product,2.07,0.0,3.36,51,50
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,Retail Product,3.83,2.55,5.91,51,51
21189,WHITE HONEYCOMB PAPER GARLAND,Retail Product,2.58,1.65,3.36,73,73
21190,PINK HEARTS PAPER GARLAND,Retail Product,1.26,0.0,1.65,10,7
21191,LARGE WHITE HONEYCOMB PAPER BELL,Retail Product,3.07,1.69,4.21,95,95
21192,WHITE BELL HONEYCOMB PAPER,Retail Product,2.39,0.0,3.36,94,92
21194,PINK  HONEYCOMB PAPER FAN,Retail Product,1.64,0.65,4.21,70,67
21195,PINK  HONEYCOMB PAPER BALL,Retail Product,2.76,0.0,4.21,83,81
21196,ROUND WHITE CONFETTI IN TUBE,Retail Product,2.0,1.65,3.29,14,14
21197,MULTICOLOUR  CONFETTI IN TUBE,Retail Product,1.62,0.42,3.29,28,27
21198,WHITE HEART CONFETTI IN TUBE,Retail Product,1.44,0.42,3.29,74,72
21199,PINK  HEART CONFETTI IN TUBE,Retail Product,1.57,0.42,3.36,80,79
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,Retail Product,1.97,0.65,3.36,75,75
21201,TROPICAL  HONEYCOMB PAPER GARLAND,Retail Product,3.13,0.0,5.06,106,104
21202,DOLLY HONEYCOMB GARLAND,Retail Product,1.75,0.65,3.29,26,26
21204,DAISIES  HONEYCOMB GARLAND,Retail Product,1.96,1.63,3.36,85,85
21205,MULTICOLOUR 3D BALLS GARLAND,Retail Product,2.8,2.46,5.06,75,71
21206,STRAWBERRY HONEYCOMB  GARLAND,Retail Product,1.92,0.65,3.36,112,111
21207,SKULL AND CROSSBONES  GARLAND,Retail Product,1.67,1.45,3.36,134,134
21208,PASTEL COLOUR HONEYCOMB FAN,Retail Product,1.21,0.0,3.36,89,84
21209,MULTICOLOUR HONEYCOMB FAN,Retail Product,1.35,0.39,3.36,94,89
21210,SET OF 72 RETROSPOT PAPER  DOILIES,Retail Product,1.77,0.0,3.83,463,457
21211,SET OF 72 SKULL PAPER  DOILIES,Retail Product,1.73,1.25,3.83,105,105
21212,PACK OF 72 RETROSPOT CAKE CASES,Retail Product,0.76,0.4,5.0,1385,1370
21213,PACK OF 72 SKULL CAKE CASES,Retail Product,0.79,0.4,5.21,678,677
21215,IVORY PAPER CUP CAKE CASES,Retail Product,0.92,0.42,2.13,128,128
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",Retail Product,7.33,4.25,11.02,449,439
21217,RED RETROSPOT ROUND CAKE TINS,Retail Product,12.52,8.95,21.23,352,345
21218,RED SPOTTY BISCUIT TIN,Retail Product,5.85,3.25,8.47,409,398
21219,SET/4 BADGES BALLOON GIRL,Retail Product,1.5,0.83,2.51,90,90
21220,SET/4 BADGES DOGS,Retail Product,1.55,0.83,2.51,90,90
21221,SET/4 BADGES CUTE CREATURES,Retail Product,1.36,0.83,2.51,54,54
21222,SET/4 BADGES BEETLES,Retail Product,1.57,0.83,2.51,76,76
21224,SET/4 SKULL BADGES,Retail Product,1.1,0.83,2.51,169,167
21226,POCKET MIRROR WOODLAND,Retail Product,0.93,0.83,1.25,21,21
21228,"POCKET MIRROR ""GLAMOROUS""",Retail Product,0.83,0.0,1.25,3,2
21231,SWEETHEART CERAMIC TRINKET BOX,Retail Product,1.55,1.06,2.51,543,514
21232,STRAWBERRY CERAMIC TRINKET BOX,Retail Product,1.64,0.0,3.36,904,842
21238,RED RETROSPOT CUP,Retail Product,1.06,0.72,2.51,400,391
21239,PINK  POLKADOT CUP,Retail Product,1.12,0.72,2.51,313,311
21240,BLUE POLKADOT CUP,Retail Product,1.11,0.72,2.51,334,329
21242,RED RETROSPOT PLATE,Retail Product,2.08,1.45,4.21,311,307
21243,PINK  POLKADOT PLATE,Retail Product,2.13,1.45,3.36,212,211
21244,BLUE POLKADOT PLATE,Retail Product,2.03,0.0,3.36,202,197
21245,GREEN POLKADOT PLATE,Retail Product,2.0,1.45,3.36,131,131
21246,RED RETROSPOT BIG BOWL,Retail Product,4.47,0.0,10.79,100,96
21248,DOOR HANGER  MUM + DADS ROOM,Retail Product,1.81,0.0,3.36,68,66
21249,WOODLAND  HEIGHT CHART STICKERS,Retail Product,3.87,2.55,5.91,119,119
21250,SET OF SKULL WALL STICKERS,Retail Product,3.36,2.55,5.79,20,20
21251,DINOSAUR HEIGHT CHART STICKER SET,Retail Product,3.58,2.95,5.91,46,46
21253,SET OF PICTURE FRAME  STICKERS,Retail Product,5.0,0.79,5.91,63,63
21257,VICTORIAN SEWING BOX MEDIUM,Retail Product,11.1,0.0,16.13,270,263
21258,VICTORIAN SEWING BOX LARGE,Retail Product,16.23,0.0,25.49,185,163
21259,VICTORIAN SEWING BOX SMALL,Retail Product,6.95,0.0,12.72,296,287
21260,FIRST AID TIN,Retail Product,3.58,2.75,6.63,170,168
21261,GREEN GOOSE FEATHER CHRISTMAS TREE,Retail Product,5.11,2.95,16.95,45,45
21262,WHITE GOOSE FEATHER CHRISTMAS TREE,Retail Product,4.79,2.95,16.95,83,80
21263,GREEN GOOSE FEATHER TREE 60CM,Retail Product,2.46,1.95,5.91,46,45
21264,WHITE GOOSE FEATHER TREE 60CM,Retail Product,2.34,1.95,5.91,51,49
21265,PINK GOOSE FEATHER TREE 60CM,Retail Product,2.57,1.95,5.91,19,19
21268,VINTAGE BLUE TINSEL REEL,Retail Product,0.42,0.42,0.42,1,1
21269,ANTIQUE CREAM CUTLERY SHELF,Retail Product,8.5,0.0,16.98,20,19
21270,ANTIQUE CREAM CUTLERY CUPBOARD,Retail Product,11.34,8.29,24.96,36,36
21272,SALLE DE BAIN HOOK,Retail Product,1.68,0.0,2.51,114,109
21274,UNKNOWN_DESCRIPTION,Retail Product,0.0,0.0,0.0,1,0
21275,ZINC TOP  2 DOOR WOODEN SHELF,Retail Product,16.77,0.0,34.0,17,12
21277,FRENCH STYLE EMBOSSED HEART CABINET,Retail Product,22.23,12.0,41.63,24,22
21278,VINTAGE KITCHEN PRINT PUDDINGS,Retail Product,2.09,0.0,2.55,11,9
21279,VINTAGE KITCHEN PRINT FRUITS,Retail Product,3.82,0.0,5.06,31,29
21280,VINTAGE KITCHEN PRINT VEGETABLES,Retail Product,2.55,2.55,2.55,12,12
21281,VINTAGE KITCHEN PRINT SEAFOOD,Retail Product,3.71,0.0,5.06,15,14
21282,UNKNOWN_DESCRIPTION,Retail Product,0.0,0.0,0.0,1,0
21283,UNKNOWN_DESCRIPTION,Retail Product,0.0,0.0,0.0,1,0
21284,RETROSPOT CANDLE  SMALL,Retail Product,1.99,0.39,3.36,45,43
21285,RETROSPOT CANDLE  MEDIUM,Retail Product,2.14,0.39,4.21,44,43
21286,RETROSPOT CANDLE  LARGE,Retail Product,2.68,0.59,5.06,30,30
21287,SCENTED VELVET LOUNGE CANDLE,Retail Product,0.55,0.38,2.51,55,55
21288,STRIPEY CHOCOLATE NESTING BOXES,Retail Product,3.27,0.0,5.91,114,112
21289,LARGE STRIPES CHOCOLATE GIFT BAG,Retail Product,1.25,1.25,1.25,51,49
21291,SMALL POLKADOT CHOCOLATE GIFT BAG,Retail Product,1.03,0.85,1.66,52,52
21292,SMALL STRIPES CHOCOLATE GIFT BAG,Retail Product,0.87,0.19,1.63,28,28
21293,MIRRORED DOVE WALL DECORATION,Retail Product,2.67,2.1,4.21,25,25
21294,ETCHED GLASS COASTER,Retail Product,0.81,0.0,2.51,76,73
21306,SET/4 DAISY MIRROR MAGNETS,Retail Product,1.03,0.29,3.36,47,45
21307,SET/4 BUTTERFLY MIRROR MAGNETS,Retail Product,1.26,0.29,2.1,13,13
21310,CAPIZ CHANDELIER,Retail Product,29.95,29.95,29.95,1,1
21311,SET/4 BIRD MIRROR MAGNETS,Retail Product,0.82,0.0,3.36,59,55
21313,GLASS HEART T-LIGHT HOLDER,Retail Product,1.13,0.64,1.66,226,216
21314,SMALL GLASS HEART TRINKET POT,Retail Product,2.78,0.85,4.21,585,545
21316,SMALL CHUNKY GLASS ROMAN  BOWL,Retail Product,2.87,0.0,5.91,18,16
21317,GLASS SPHERE CANDLE STAND MEDIUM,Retail Product,6.58,4.95,11.02,37,36
21318,GLASS CHALICE BLUE SMALL,Retail Product,1.26,0.0,3.36,57,51
21319,GLASS CHALICE GREEN  SMALL,Retail Product,1.88,0.0,3.36,21,19
21320,GLASS CHALICE GREEN  LARGE,Retail Product,2.65,0.0,4.96,23,20
21324,HANGING MEDINA LANTERN SMALL,Retail Product,3.14,0.0,5.91,31,28
21326,AGED GLASS SILVER T-LIGHT HOLDER,Retail Product,0.82,0.55,1.66,355,350
21327,SKULLS WRITING SET,Retail Product,1.98,0.83,3.36,256,256
21328,BALLOONS  WRITING SET,Retail Product,2.24,0.83,3.36,353,353
21329,DINOSAURS  WRITING SET,Retail Product,2.15,0.83,3.36,291,291
21330,UNKNOWN_DESCRIPTION,Retail Product,0.0,0.0,0.0,1,0
21331,MOROCCAN BEATEN METAL DISH LARGE,Retail Product,14.34,12.75,25.49,8,8
21332,MOROCCAN BEATEN METAL MIRROR,Retail Product,14.94,0.0,24.96,14,13
21333,CLASSIC WHITE FRAME,Retail Product,3.14,2.95,5.91,16,16
21336,GOLD WASHBAG,Retail Product,2.03,1.63,2.95,10,10
21337,UNKNOWN_DESCRIPTION,Retail Product,0.0,0.0,0.0,1,0
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,Retail Product,13.33,9.95,25.49,301,294
21344,MOROCCAN BEATEN METAL DISH,Retail Product,11.5,9.95,20.79,7,6
21348,PINK SPOTS CHOCOLATE NESTING BOXES,Retail Product,2.84,0.0,5.91,7,6
21349,IVY HEART WREATH,Retail Product,6.76,0.0,13.57,15,11
21351,CINAMMON & ORANGE WREATH,Retail Product,6.49,0.0,6.75,39,36
21352,EUCALYPTUS & PINECONE  WREATH,Retail Product,5.11,0.0,6.75,80,77
21354,TOAST ITS - BEST MUM,Retail Product,1.58,1.05,2.95,97,97
21355,TOAST ITS - I LOVE YOU,Retail Product,1.34,0.0,2.51,129,127
21356,TOAST ITS - FAIRY FLOWER,Retail Product,1.22,0.83,2.51,153,153
21357,TOAST ITS - DINOSAUR,Retail Product,1.06,0.0,1.25,13,11
21358,TOAST ITS - HAPPY BIRTHDAY,Retail Product,1.18,0.83,2.51,109,109
21359,RELAX LARGE WOOD LETTERS,Retail Product,9.77,0.0,34.0,34,30
21360,JOY LARGE WOOD LETTERS,Retail Product,8.55,0.0,21.23,17,16
21361,LOVE LARGE WOOD LETTERS,Retail Product,14.94,0.0,25.49,73,69
21363,HOME SMALL WOOD LETTERS,Retail Product,6.38,0.0,11.02,137,130
21364,PEACE SMALL WOOD LETTERS,Retail Product,7.3,6.75,13.57,25,24
21365,MIRRORED WALL ART STARS,Retail Product,1.97,0.75,5.91,54,54
21366,MIRRORED WALL ART PHOTO FRAMES,Retail Product,5.89,3.29,8.47,47,47
21367,MIRRORED WALL ART GENTS,Retail Product,2.2,0.75,5.06,43,43
21368,MIRRORED WALL ART LADIES,Retail Product,1.23,0.75,4.96,34,34
21369,MIRRORED WALL ART SPLODGES,Retail Product,2.52,1.25,7.62,16,16
21370,MIRRORED WALL ART FOXY,Retail Product,5.78,1.65,12.46,9,9
21371,MIRRORED WALL ART POPPIES,Retail Product,1.64,0.75,4.96,38,38
21372,MIRRORED WALL ART TABLE LAMP,Retail Product,1.98,0.75,5.91,33,33
21373,MIRRORED WALL ART SNOWFLAKES,Retail Product,0.86,0.75,5.79,48,47
21374,MIRRORED WALL ART SKULLS,Retail Product,2.37,1.25,7.62,46,46
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM,Retail Product,8.15,1.25,11.02,29,29
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL,Retail Product,5.91,1.25,10.79,19,19
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,Retail Product,2.44,0.39,3.36,41,41
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,Retail Product,2.12,0.39,3.36,34,34
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,Retail Product,1.84,0.39,2.51,51,51
21380,WOODEN HAPPY BIRTHDAY GARLAND,Retail Product,3.48,2.55,5.91,294,293
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,Retail Product,2.36,1.45,7.5,232,230
21382,SET/4 SPRING FLOWER DECORATION,Retail Product,2.01,0.75,5.91,132,131
21383,PACK OF 12 STICKY BUNNIES,Retail Product,1.01,0.65,1.66,176,175
21385,IVORY HANGING DECORATION  HEART,Retail Product,1.1,0.72,1.66,331,330
21386,IVORY HANGING DECORATION  EGG,Retail Product,0.55,0.19,1.66,56,56
21389,IVORY HANGING DECORATION  BIRD,Retail Product,0.95,0.83,1.66,137,136
21390,FILIGRIS HEART WITH BUTTERFLY,Retail Product,1.47,1.06,2.51,222,221
21391,FRENCH LAVENDER SCENT HEART,Retail Product,1.47,0.0,4.21,115,112
21392,RED POLKADOT PUDDING BOWL,Retail Product,1.52,0.0,4.13,9,8
21393,BLUE POLKADOT PUDDING BOWL,Retail Product,1.3,0.0,2.1,9,8
21394,RED POLKADOT BEAKER,Retail Product,0.59,0.0,4.13,138,131
21395,BLUE POLKADOT BEAKER,Retail Product,0.53,0.0,1.63,95,91
21397,BLUE POLKADOT EGG CUP,Retail Product,1.04,0.0,3.36,66,65
21398,RED POLKADOT COFFEE  MUG,Retail Product,1.23,0.0,4.21,64,63
21399,BLUE POLKADOT COFFEE MUG,Retail Product,0.76,0.0,4.13,77,72
21400,RED PUDDING SPOON,Retail Product,0.25,0.12,0.83,72,72
21401,BLUE PUDDING SPOON,Retail Product,0.24,0.12,0.85,83,83
21402,RED  EGG  SPOON,Retail Product,0.25,0.0,0.85,93,92
21403,BLUE EGG  SPOON,Retail Product,0.25,0.12,0.85,106,106
21407,BROWN CHECK CAT DOORSTOP,Retail Product,5.4,0.0,8.47,140,138
21408,SPOTTY PINK DUCK DOORSTOP,Retail Product,5.86,1.95,8.47,121,120
21410,COUNTRY COTTAGE  DOORSTOP GREEN,Retail Product,4.24,0.0,8.47,2,1
21411,GINGHAM HEART  DOORSTOP RED,Retail Product,4.89,1.95,8.47,247,246
21412,UNKNOWN_DESCRIPTION,Retail Product,0.21,0.0,0.42,2,0
21413,PERIWINKLE T-LIGHT HOLDER,Retail Product,1.77,1.25,2.51,17,17
21414,UNKNOWN_DESCRIPTION,Retail Product,0.7,0.0,2.1,3,1
21415,CLAM SHELL SMALL,Retail Product,2.7,0.79,4.21,48,48
21416,CLAM SHELL LARGE,Retail Product,3.0,0.0,3.75,5,4
21417,COCKLE SHELL DISH,Retail Product,2.98,0.79,4.21,69,68
21418,STARFISH SOAP DISH,Retail Product,3.49,0.79,5.06,26,26
21420,OYSTER TRINKET BOX,Retail Product,3.83,0.79,6.77,21,21
21421,PORCELAIN ROSE LARGE,Retail Product,1.14,0.0,3.29,17,14
21422,PORCELAIN ROSE SMALL,Retail Product,1.08,0.0,1.66,66,63
21424,WOODLAND STORAGE BOX LARGE,Retail Product,5.21,0.0,6.63,76,70
21425,SKULLS STORAGE BOX LARGE,Retail Product,4.64,2.55,6.77,30,30
21426,WOODLAND STORAGE BOX SMALL,Retail Product,3.74,1.85,4.96,50,47
21427,SKULLS STORAGE BOX SMALL,Retail Product,3.15,2.1,5.06,44,41
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,Retail Product,5.41,2.66,8.47,269,263
21429,RED GINGHAM ROSE JEWELLERY BOX,Retail Product,2.28,0.0,4.13,306,293
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,Retail Product,4.89,2.33,7.62,494,482
21431,UNKNOWN_DESCRIPTION,Retail Product,0.0,0.0,0.0,1,0
21432,UNKNOWN_DESCRIPTION,Retail Product,0.0,0.0,0.0,1,0
21439,BASKET OF TOADSTOOLS,Retail Product,1.57,1.06,2.51,132,131
21441,BLUE BIRDHOUSE DECORATION,Retail Product,1.07,0.19,1.66,62,62
21442,GREEN BIRDHOUSE DECORATION,Retail Product,1.04,0.19,1.66,60,60
21445,12 PINK ROSE PEG PLACE SETTINGS,Retail Product,1.1,0.0,1.25,25,21
21446,12 RED ROSE PEG PLACE SETTINGS,Retail Product,1.55,0.0,2.51,117,116
21447,12 IVORY ROSE PEG PLACE SETTINGS,Retail Product,1.69,0.0,2.51,152,149
21448,12 DAISY PEGS IN WOOD BOX,Retail Product,1.88,0.0,3.36,85,84
21452,TOADSTOOL MONEY BOX,Retail Product,3.59,0.0,6.77,200,186
21454,PAINTED PINK RABBIT,Retail Product,0.86,0.83,1.66,140,140
21455,PAINTED YELLOW WOODEN DAISY,Retail Product,0.86,0.83,1.66,121,120
21456,2 PICTURE BOOK EGGS EASTER CHICKS,Retail Product,1.48,1.25,2.46,26,25
21457,2 PICTURE BOOK EGGS EASTER DUCKS,Retail Product,1.69,1.25,2.46,25,25
21458,2 PICTURE BOOK EGGS EASTER BUNNY,Retail Product,1.82,1.25,2.46,36,36
21459,YELLOW EASTER EGG HUNT START POST,Retail Product,2.05,1.95,4.13,21,19
21460,GREEN EASTER EGG HUNT START POST,Retail Product,2.15,1.95,4.13,11,11
21461,BLUE EASTER EGG HUNT START POST,Retail Product,2.43,1.95,4.13,9,7
